|1.07356993E8|1.1131932E8|1.05908291E8|1.1004556E8|1.07659947E8|1.06445734E8|
|73953.0|75277.0|73460.0|71672.0|73475.0|74440.0|
|2.14263078E8|2.12017395E8|2.18242209E8|2.13956484E8|2.19751635E8|2.14452546E8|
|1.558921304E9|1.555414341E9|1.576452456E9|1.201084419E9|1.209614372E9|1.205517469E9|
|3.04189282E8|3.17898006E8|3.24216081E8|3.14567667E8|3.24215349E8|3.26179097E8|
|3.70036957E8|3.69607173E8|3.69270576E8|3.68787228E8|3.69588605E8|3.67861857E8|
|4211399.0|3976930.0|3978404.0|3991870.0|3969579.0|3917869.0|
|1585955.0|1578955.0|1583738.0|1575457.0|1585827.0|1592132.0|
|1601962.0|1594416.0|1588010.0|1591910.0|1594382.0|1624223.0|
|2.09563256E8|1.39554779E8|1.38123689E8|1.4113867E8|1.38016505E8|1.38496364E8|
|1.29212711E8|1.29362103E8|1.2861154E8|1.290166E8|1.29335348E8|1.32788917E8|
|2.10733949E8|2.02740069E8|2.09830828E8|2.08515003E8|2.10287578E8|2.04445505E8|
|3362567.0|3191853.0|3165712.0|3203773.0|3208411.0|3170139.0|
|2251769.0|2308174.0|2252793.0|2302729.0|2222954.0|2248870.0|
|2170766.0|2169822.0|2186351.0|2166422.0|2168024.0|2210336.0|
