|1132985.0|1111453.0|1064540.0|1052625.0|1052701.0|1063326.0|
|7236.0|7335.0|7303.0|7224.0|7431.0|7255.0|
|2116677.0|2111157.0|2109329.0|2107502.0|2226529.0|2171011.0|
|8317311.0|8204340.0|8177616.0|8135598.0|8084527.0|7948899.0|
|3650410.0|3267784.0|3174657.0|3174823.0|3096715.0|3138409.0|
|3706490.0|3730191.0|3756081.0|3785057.0|3764371.0|3686028.0|
|368312.0|360043.0|364728.0|366471.0|372081.0|378699.0|
|162512.0|164710.0|164544.0|167438.0|163061.0|174858.0|
|178474.0|171757.0|173754.0|167764.0|166600.0|167242.0|
|1708567.0|1680103.0|1668215.0|1633112.0|1667793.0|1642701.0|
|1410730.0|1393566.0|1390511.0|1406162.0|1392646.0|1397087.0|
|2266297.0|2200953.0|2313359.0|2291647.0|2296853.0|2203361.0|
|253659.0|253145.0|257631.0|256800.0|253551.0|249083.0|
|221192.0|218996.0|221235.0|219158.0|222201.0|220514.0|
|223128.0|221393.0|224066.0|220787.0|224988.0|223820.0|
