|14063.0|13563.0|12314.0|12426.0|12405.0|12408.0|
|761.0|754.0|765.0|782.0|785.0|799.0|
|21803.0|22622.0|21947.0|22154.0|21798.0|21489.0|
|85145.0|85710.0|88106.0|89468.0|88692.0|87009.0|
|23152.0|21634.0|25685.0|23213.0|21457.0|21408.0|
|38968.0|38044.0|37488.0|36766.0|36889.0|37695.0|
|29886.0|29599.0|30373.0|29946.0|29920.0|29588.0|
|14527.0|14420.0|14602.0|14464.0|14722.0|14496.0|
|15386.0|15218.0|15079.0|14961.0|15026.0|15236.0|
|20527.0|20385.0|20566.0|21423.0|21516.0|20278.0|
|15888.0|15774.0|15782.0|15674.0|15704.0|15591.0|
|38336.0|38318.0|38743.0|38352.0|38704.0|38392.0|
|6572.0|6639.0|6483.0|6484.0|6506.0|6438.0|
|6747.0|6664.0|6693.0|6877.0|6998.0|7138.0|
|8002.0|7684.0|7851.0|8476.0|8618.0|8069.0|
